,book_title,author,link,price_no_disc,price_with_disc
708,Learn to Program with Minecraft: Transform Your World with...,Craig Richardson,https://bookshop.org//books/learn-to-program-with-minecraft-transform-your-world-with-the-power-of-python/9781593276706,$29.95,$27.55
709,Python for Beginners: A Step-By-Step Guide on How to Program...,Mark Allen,https://bookshop.org//books/python-for-beginners-a-step-by-step-guide-on-how-to-program-with-python/9781796412307,$9.99,$9.99
710,Spark for Python Developers,Amit Nandi,https://bookshop.org//books/spark-for-python-developers/9781784399696,$47.99,$47.99
711,Python Data Science Cookbook,Gopi Subramanian,https://bookshop.org//books/python-data-science-cookbook/9781784396404,$59.99,$59.99
712,Snake Charming - The Musical Python,Iain Gray,https://bookshop.org//books/snake-charming-the-musical-python/9783319606590,$49.99,$49.99
713,Python for Informatics: Exploring Information,Dr Charles Russell Severance,https://bookshop.org//books/python-for-informatics-exploring-information-9781517143145/9781517143145,$9.99,$9.99
714,Python for Professionals: Hands-on Guide for Python...,Matt Telles,https://bookshop.org//books/python-for-professionals-hands-on-guide-for-python-professionals-english-edition/9789389423754,$32.95,$32.95
715,Modern Python Cookbook: The latest in modern Python recipes...,Steven F. Lott,https://bookshop.org//books/modern-python-cookbook-the-latest-in-modern-python-recipes-for-the-busy-modern-programmer/9781786469250,$59.99,$59.99
716,Programming for Computations - Python: A Gentle Introduction...,Svein Linge and Hans Petter Langtangen,https://bookshop.org//books/programming-for-computations-python-a-gentle-introduction-to-numerical-simulations-with-python-3-6/9783030168766,$59.99,$59.99
717,Python Programming: Your Beginner's Guide To Easily Learn...,I. Code Academy,https://bookshop.org//books/python-programming-your-beginner-s-guide-to-easily-learn-python-in-7-days-9781393082439/9781393082439,$17.97,$17.97
718,Algebra & Physics - Python: Python Solutions for 100 Algebra...,"Fatih Narin, Tayyip Oral,  et al.",https://bookshop.org//books/algebra-physics-python-python-solutions-for-100-algebra-and-100-physics-questions/9798675690510,$15.00,$15.00
719,Mobile Applications Development: With Python in Kivy Framework,"Ruchi Doshi, Tarkeshwar Barua,  et al.",https://bookshop.org//books/mobile-applications-development-with-python-in-kivy-framework/9783110689389,$57.99,$57.99
720,Machine Learning With Python: Hands on Machine Learning with...,Hasanraza Ansari,https://bookshop.org//books/machine-learning-with-python-hands-on-machine-learning-with-python-tools-concept-and-techniques/9798663389686,$9.99,$9.99
721,Python: Cyber Security and Python Programming Step-by-Step...,Hacking Studios,https://bookshop.org//books/python-cyber-security-and-python-programming-step-by-step-guides/9781978105065,$14.99,$14.99
722,Python para iniciantes: Aprenda a linguagem de programação...,John Bach,https://bookshop.org//books/python-para-iniciantes-aprenda-a-linguagem-de-programacao-python-passo-a-passo/9798717999397,$12.99,$12.99
723,Python Coding: Learn To Code Fast. Python For Data Analysis...,Eric Wall,https://bookshop.org//books/python-coding-learn-to-code-fast-python-for-data-analysis-and-machine-learning-advanced-methods-to-learn-how-to-create-codes-prac-9781914016134/9781914016288,$29.95,$27.55
724,Programación en Python: La Guía Avanzada Definitiva del...,Mark Russel,https://bookshop.org//books/programacion-en-python-la-guia-avanzada-definitiva-del-lenguaje-de-codificacion-python-aprendizaje-automatico-y-analisis-de-datos-convierta-9781801655446/9781801655446,$29.99,$27.59
725,Python: Programming Basics for Absolute Beginners,Nathan Clark,https://bookshop.org//books/python-programming-basics-for-absolute-beginners/9781987518979,$16.38,$16.38
726,Fundamentals of Machine Learning Using Python,Elaine Ferreira Avelino and Euan Russano,https://bookshop.org//books/fundamentals-of-machine-learning-using-python/9781774073650,$165.00,$151.80
727,Numerical Methods in Engineering with Python 3,Jaan Kiusalaas,https://bookshop.org//books/numerical-methods-in-engineering-with-python-3/9781107033856,$115.99,$115.99
728,An Introduction to Statistics with Python: With Applications...,Thomas Haslwanter,https://bookshop.org//books/an-introduction-to-statistics-with-python-with-applications-in-the-life-sciences/9783319803234,$59.99,$59.99
729,Programming Computer Vision with Python: Tools and Algorithms...,Jan Erik Solem,https://bookshop.org//books/programming-computer-vision-with-python-tools-and-algorithms-for-analyzing-images/9781449316549,$59.99,$55.19
730,Natural Language Processing with Python: Analyzing Text with...,"Steven Bird, Ewan Klein,  et al.",https://bookshop.org//books/natural-language-processing-with-python-analyzing-text-with-the-natural-language-toolkit/9780596516499,$54.99,$54.99
731,Text Analytics with Python: A Practitioner's Guide to Natural...,Dipanjan Sarkar,https://bookshop.org//books/text-analytics-with-python-a-practitioner-s-guide-to-natural-language-processing/9781484243534,$37.99,$34.95
732,Introduction to Voice Computing in Python,Jim Schwoebel,https://bookshop.org//books/introduction-to-voice-computing-in-python/9781725656659,$29.99,$29.99
733,Robot Adventures in Python and C,Thomas Bräunl,https://bookshop.org//books/robot-adventures-in-python-and-c/9783030388966,$69.99,$69.99
734,Hands-On Bitcoin Programming with Python,Harish Kumar Garg,https://bookshop.org//books/hands-on-bitcoin-programming-with-python/9781789537000,$28.79,$28.79
735,A Student's Guide to Python for Physical Modeling: Updated...,Jesse M. Kinder and Philip Nelson,https://bookshop.org//books/a-student-s-guide-to-python-for-physical-modeling-updated-edition/9780691180571,$24.95,$24.95
736,Python Programming: The complete guide to learn Python with...,Kevin Lioy,https://bookshop.org//books/python-programming-the-complete-guide-to-learn-python-with-practical-exercises-and-samples-includes-python-for-beginners-and-python-adva/9781704442259,$24.90,$24.90
737,Python Programming Notebook for Computer Programmers &...,Enavfor Editing,https://bookshop.org//books/python-programming-notebook-for-computer-programmers-developers-python-data-analysis-for-kids-machine-learning-finance-a-notebook-for-pyth/9781655292217,$5.95,$5.95
738,Python & Hacking Bundle: 3 BOOKS IN 1: THE BLUEPRINT:...,Cyberpunk Architects,https://bookshop.org//books/python-hacking-bundle-3-books-in-1-the-blueprint-everything-you-need-to-know-for-python-programming-and-hacking/9781775235774,$31.47,$28.95
739,Hacking with Python: The Complete Beginner's Guide to...,Miles Price,https://bookshop.org//books/hacking-with-python-the-complete-beginner-s-guide-to-learning-ethical-hacking-with-python-along-with-practical-examples/9781547130504,$16.31,$16.31
740,Python Programming: This Book Includes: Python for Data...,Computer Science Academy,https://bookshop.org//books/python-programming-this-book-includes-python-for-data-analysis-and-science-with-big-data-analysis-statistics-and-machine-learning-9781801255271/9781801255271,$25.99,$23.91
741,python crash course: The advanced language of technology....,James Taylor,https://bookshop.org//books/python-crash-course-the-advanced-language-of-technology-python-programming-for-ai-data-analysis-data-science-big-data-an-intermediate-9781801188852/9781801188852,$24.90,$22.91
742,An Introduction to Sfc Models Using Python,Brian Romanchuk,https://bookshop.org//books/an-introduction-to-sfc-models-using-python/9780994748096,$11.95,$11.95
743,Practical Programming: An Introduction to Computer Science...,"Jason Montojo, Jennifer Campbell,  et al.",https://bookshop.org//books/practical-programming-an-introduction-to-computer-science-using-python-3/9781937785451,$38.00,$38.00
744,Basics of Python Programming: (with Computer Fundamentals),P. Hari Prasath,https://bookshop.org//books/basics-of-python-programming-with-computer-fundamentals/9781514382103,$10.00,$10.00
745,Advanced Data Science and Analytics with Python,Jesus Rogel-Salazar,https://bookshop.org//books/advanced-data-science-and-analytics-with-python/9781138315068,$71.94,$71.94
746,Python for Offensive PenTest: A practical guide to ethical...,Hussam Khrais,https://bookshop.org//books/python-for-offensive-pentest-a-practical-guide-to-ethical-hacking-and-penetration-testing-using-python/9781788838979,$35.99,$35.99
747,Deep Learning With Python: Comprehensive Guide of Tips and...,Ethan Williams,https://bookshop.org//books/deep-learning-with-python-comprehensive-guide-of-tips-and-tricks-using-deep-learning-with-python-theories/9781654990107,$19.99,$19.99
748,Let Us Python Solutions: Learn by Doing-the Python Learning...,Aditya Kanetkar and Yashavant Kanetkar,https://bookshop.org//books/let-us-python-solutions-learn-by-doing-the-python-learning-mantra-english-edition/9789389845013,$29.95,$29.95
749,Python Programming Illustrated For Beginners & Intermediates:...,William Sullivan,https://bookshop.org//books/python-programming-illustrated-for-beginners-intermediates-learn-by-doing-approach-step-by-step-ultimate-guide-to-mastering-python-the-future/9781720859536,$17.37,$17.37
750,Machine Learning with Python: A Step by Step Guide for...,Mark Coding,https://bookshop.org//books/machine-learning-with-python-a-step-by-step-guide-for-absolute-beginners-to-program-artificial-intelligence-with-python-neural-networks-and-data-s/9781801153461,$19.95,$18.35
751,Modern Python Cookbook - Second Edition: 133 recipes to...,Steven F. Lott,https://bookshop.org//books/modern-python-cookbook-second-edition-133-recipes-to-develop-flawless-and-expressive-programs-in-python-3-8/9781800207455,$59.99,$59.99
752,Machine Learning With Python: The Definitive Tool to Improve...,Matt Algore,https://bookshop.org//books/machine-learning-with-python-the-definitive-tool-to-improve-your-python-programming-and-deep-learning-to-take-you-to-the-next-level-of-coding-and-a-9781801689687/9781801689687,$43.95,$40.43
753,Python Crash Course: A Complete Step by Step Beginner Guide...,Dany Log,https://bookshop.org//books/python-crash-course-a-complete-step-by-step-beginner-guide-for-python-coding-numpy-and-data-visualization-pandas-9781513677156/9781513677156,$19.99,$18.39
754,Computer Vision with Python 3,Saurabh Kapur,https://bookshop.org//books/computer-vision-with-python-3/9781788299763,$53.99,$53.99
755,The Python Quick Syntax Reference,Gregory Walters,https://bookshop.org//books/the-python-quick-syntax-reference/9781430264781,$34.99,$34.99
756,Maya Programming with Python Cookbook,Adrian Herbez,https://bookshop.org//books/maya-programming-with-python-cookbook/9781785283987,$53.99,$53.99
757,The Hacker's Guide to Scaling Python,Julien Danjou,https://bookshop.org//books/the-hacker-s-guide-to-scaling-python/9781387379323,$57.65,$57.65
758,Numerical Computing with Python,"Pratap Dangeti, Allen Yu,  et al.",https://bookshop.org//books/numerical-computing-with-python/9781789953633,$59.99,$59.99
759,Hands-On Neuroevolution with Python,Iaroslav Omelianenko,https://bookshop.org//books/hands-on-neuroevolution-with-python/9781838824914,$53.99,$53.99
760,Python Feature Engineering Cookbook,Soledad Galli,https://bookshop.org//books/python-feature-engineering-cookbook/9781789806311,$47.99,$47.99
761,Impractical Python Projects: Playful Programming Activities...,Lee Vaughan,https://bookshop.org//books/impractical-python-projects-playful-programming-activities-to-make-you-smarter/9781593278908,$29.95,$27.55
762,Python Programming: The Ultimate Beginners Guide to the...,K. Connors,https://bookshop.org//books/python-programming-the-ultimate-beginners-guide-to-the-python-programming-language-9781974653300/9781974653300,$16.38,$16.38
763,Python Guide: Clear Introduction to Python Programming and...,Alex Campbell,https://bookshop.org//books/python-guide-clear-introduction-to-python-programming-and-machine-learning/9798673285862,$18.95,$18.95
764,Machine Learning with Python: Understanding Machine Learning...,IV Robert Wilson,https://bookshop.org//books/machine-learning-with-python-understanding-machine-learning-with-python-in-the-world-of-data-science/9781548405144,$16.38,$16.38
765,Burmese Python as Pets. Burmese Python Comprehensive Owner's...,Ben Team and Marvin Murkett,https://bookshop.org//books/burmese-python-as-pets-burmese-python-comprehensive-owner-s-guide-burmese-python-care-behavior-enclosures-feeding-health-costs-myths-and-inter/9781910410707,$12.97,$12.97
